Symbol,Date,Open,High,Low,Close,Volume,RZLT SMA,RZLT spanTwelveEMA,RZLT spanTwntySixEMA,RZLT_x,RZLT_y
RZLT,2020-08-17,0.43,0.48,0.43,0.47,100151,0.47,0.47,0.47,0.0,0.0
RZLT,2020-08-17,0.43,0.48,0.43,0.47,100151,0.47,0.47,0.47,0.0,0.0
RZLT,2020-08-14,0.38,0.38,0.3655,0.3655,16700,0.3655,0.4539230769230769,0.4622592592592593,-0.00833618233618233,-0.001667236467236466
RZLT,2020-08-13,0.395,0.39899999999999997,0.325,0.32525,134114,0.32525,0.4341272189349112,0.4521104252400549,-0.017983206305143662,-0.004930430434817905
RZLT,2020-08-12,0.4195,0.4195,0.371,0.4179,107255,0.4179,0.4316307237141557,0.4495763196667175,-0.017945595952561844,-0.007533463538366693
RZLT,2020-08-11,0.355,0.355,0.3406,0.35,71959,0.35000000000000003,0.4190721508350548,0.4422002959877014,-0.02312814515264661,-0.010652399861222676
RZLT,2020-08-10,0.36,0.36,0.34,0.34,9551,0.3400000000000001,0.40690720455273865,0.4346299036923161,-0.02772269913957748,-0.014066459716893638
RZLT,2020-08-10,0.36,0.36,0.34,0.34,9551,0.3400000000000001,0.396613788467702,0.427620281196589,-0.031006492728887062,-0.017454466319292324
RZLT,2020-08-10,0.36,0.36,0.34,0.34,9551,0.3400000000000001,0.3879039748572863,0.4211298899968417,-0.03322591513955542,-0.02060875608334494
RZLT,2020-08-07,0.3497,0.355,0.3402,0.355,197087,0.35500000000000004,0.38284182487924223,0.4162313796267053,-0.03338955474746308,-0.023164915816168568
RZLT,2020-08-06,0.3670000000000001,0.3670000000000001,0.36,0.36,105556,0.3600000000000001,0.3793276979747434,0.4120660922469493,-0.03273839427220593,-0.025079611507376042
RZLT,2020-08-05,0.34,0.34,0.34,0.34,14650,0.3400000000000002,0.37327728290170603,0.4067278631916198,-0.033450580289913816,-0.026753805263883598
RZLT,2020-08-04,0.35,0.35,0.32,0.32,36383,0.3200000000000001,0.36508077783990506,0.4003035770292776,-0.035222799189372545,-0.028447604048981386
RZLT,2020-08-03,0.344,0.344,0.32,0.32,31339,0.3200000000000001,0.3581452735568427,0.3943551639159978,-0.03620989035915506,-0.030000061311016124
RZLT,2020-08-03,0.344,0.344,0.32,0.32,31339,0.3200000000000001,0.35227676993271306,0.3888473739962943,-0.0365706040635812,-0.03131416986152914
RZLT,2020-08-03,0.344,0.344,0.32,0.32,31339,0.3200000000000001,0.347311113019988,0.3837475685150873,-0.03643645549509933,-0.03233862698824318
RZLT,2020-07-31,0.344,0.344,0.31,0.31,12100,0.3100000000000001,0.3415709417861437,0.3782847856621179,-0.036713843875974206,-0.033213670365789386
RZLT,2020-07-30,0.336,0.336,0.318,0.318,4050,0.3180000000000001,0.33794464304981386,0.3738192459834425,-0.0358746029336286,-0.03374585687935723
RZLT,2020-07-29,0.3,0.31,0.3,0.31,2560,0.3100000000000001,0.3336454671959964,0.3690918944291134,-0.03544642723311703,-0.03408597095010919
RZLT,2020-07-28,0.34,0.357525,0.32005,0.357525,50003,0.3575250000000001,0.3373192414735354,0.3682350874343643,-0.030915845960828862,-0.03345194595225313
RZLT,2020-07-27,0.33,0.345,0.33,0.34,119670,0.3400000000000002,0.3377316658622223,0.3661435994762632,-0.02841193361404093,-0.03244394348461069
RZLT,2020-07-27,0.33,0.345,0.33,0.34,119670,0.3400000000000001,0.3380806403449574,0.3642070365520956,-0.026126396207138247,-0.031180434029116202
RZLT,2020-07-27,0.33,0.345,0.33,0.34,119670,0.3400000000000001,0.3383759264457332,0.3624139227334219,-0.024037996287688712,-0.029751946480830706
RZLT,2020-07-24,0.31,0.31,0.30495,0.30495,34850,0.3049500000000001,0.3332334762233127,0.3581573358642795,-0.024923859640966828,-0.02878632911285793
RZLT,2020-07-23,0.3,0.32,0.3,0.31,73767,0.3100000000000001,0.32965909526587994,0.3545901258002588,-0.02493103053437884,-0.028015269397162115
RZLT,2020-07-22,0.25,0.2666,0.25,0.2656,45724,0.2656000000000001,0.3198038498403599,0.3479982646298692,-0.02819441478950929,-0.02805109847563155
RZLT,2020-07-21,0.2675,0.268,0.2565,0.2565,109735,0.2565000000000001,0.3100647960187661,0.34122061539802706,-0.031155819379260933,-0.02867204265635743
RZLT,2020-07-20,0.2495,0.259,0.2495,0.258,144701,0.2580000000000002,0.30205482740049444,0.3350561253685436,-0.03300129796804918,-0.02953789371869578
RZLT,2020-07-20,0.2495,0.259,0.2495,0.258,144701,0.25800000000000023,0.2952771616465722,0.32934826423013297,-0.03407110258356083,-0.03044453549166879
RZLT,2020-07-20,0.2495,0.259,0.2495,0.258,144701,0.25800000000000023,0.2895422137009457,0.3240632076204936,-0.03452099391954788,-0.03125982717724461
RZLT,2020-07-17,0.185,0.1926,0.18125,0.1926,149013,0.19260000000000024,0.2746280269777233,0.3143251922411977,-0.039697165263474436,-0.03294729479449058
RZLT,2020-07-16,0.17,0.17,0.16,0.17,27800,0.17000000000000026,0.2585314074426889,0.30363443726036826,-0.04510302981767933,-0.03537844179912833
RZLT,2020-07-15,0.1525,0.157,0.15,0.1535,11700,0.15350000000000022,0.24237272937458296,0.2925133678336743,-0.05014063845909136,-0.03833088113112094
RZLT,2020-07-14,0.1451,0.1451,0.145,0.145,4400,0.1450000000000002,0.22739230947080094,0.2815864516978466,-0.054194142227045605,-0.04150353335030588
RZLT,2020-07-13,0.14300000000000002,0.14300000000000002,0.14,0.14,20000,0.14000000000000026,0.21394733878298544,0.2710985663868949,-0.05715122760390951,-0.04463307220102661
RZLT,2020-07-13,0.14300000000000002,0.14300000000000002,0.14,0.14,20000,0.14000000000000026,0.2025708251240646,0.2613875614693472,-0.05881673634528256,-0.0474698050298778
RZLT,2020-07-13,0.14300000000000002,0.14300000000000002,0.14,0.14,20000,0.14000000000000026,0.19294454433574693,0.2523958902493955,-0.05945134591364856,-0.04986611320663196
RZLT,2020-07-10,0.1261,0.14,0.1251,0.14,8725,0.14000000000000026,0.18479922982255512,0.2440702687494403,-0.05927103892688518,-0.0517470983506826
RZLT,2020-07-09,0.129,0.129,0.12,0.12,57168,0.12000000000000025,0.17483011754216204,0.234879878471704,-0.06004976092954192,-0.05340763086645447
RZLT,2020-07-08,0.12,0.12,0.117085,0.117085,16000,0.11708500000000024,0.16594625330490634,0.2261543319182444,-0.06020807861333805,-0.05476772041583119
RZLT,2020-07-07,0.095,0.095,0.095,0.095,363,0.09500000000000022,0.15503144510415154,0.21643919622059668,-0.061407751116445135,-0.05609572655595398
RZLT,2020-07-06,0.083,0.1,0.076,0.1,6312,0.10000000000000024,0.14656506893428206,0.20781407057462656,-0.0612490016403445,-0.05712638157283209
RZLT,2020-07-06,0.083,0.1,0.076,0.1,6312,0.10000000000000024,0.13940121217516174,0.19982784312465424,-0.0604266309494925,-0.05778643144816418
RZLT,2020-07-06,0.083,0.1,0.076,0.1,6312,0.10000000000000024,0.13333948722513686,0.19243318807838355,-0.0590937008532467,-0.05804788532918069
